Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,set_num,current_price
4164,Mickey's Fire Engine,2000,Mickey Mouse,,26.0,1.0,10.0,4164,
4165,Minnie's Birthday Party,2000,Mickey Mouse,,82.0,2.0,17.0,4165,
4166,Mickey's Car Garage,2000,Mickey Mouse,,88.0,1.0,20.0,4166,
4167,Mickey's Mansion,2000,Mickey Mouse,,119.0,2.0,40.0,4167,
4178,Mickey's Fishing Adventure,2000,Mickey Mouse,,104.0,2.0,24.0,4178,
4801,Defence Archer,2000,Castle,Knights' Kingdom I,15.0,1.0,2.0,4801,
4806,Axe Cart,2000,Castle,Knights' Kingdom I,28.0,1.0,3.0,4806,28.0
4807,Fire Attack,2000,Castle,Knights' Kingdom I,24.0,1.0,1.95,4807,
4811,Defense Archer,2000,Castle,Knights' Kingdom I,15.0,1.0,2.0,4811,27.824
4816,Knights' Catapult,2000,Castle,Knights' Kingdom I,50.0,2.0,5.0,4816,58.808
4817,Dungeon,2000,Castle,Knights' Kingdom I,38.0,2.0,5.0,4817,48.911
4818,Dragon Rider,2000,Castle,Knights' Kingdom I,11.0,1.0,5.0,4818,119.671
4819,Bulls' Attack Wagon,2000,Castle,Knights' Kingdom I,49.0,2.0,5.0,4819,114.198
5206,Speed Computer,2000,Technic,,19.0,,20.0,5206,26.1295
5218,Pneumatic Pack,2000,Technic,,147.0,,28.0,5218,
5219,Silver Wheel Multi Pack,2000,Technic,,28.0,,30.0,5219,
5220,Vehicle Styling Pack,2000,Technic,,221.0,,12.0,5220,
5221,Motorised Base Pack,2000,Technic,,55.0,,40.0,5221,
5222,Vehicle Chassis Pack,2000,Technic,,137.0,,17.0,5222,
5823,The Good Fairy's Bedroom,2000,Belville,Fairy-Tale,36.0,1.0,6.0,5823,27.0
5824,The Good Fairy's House,2000,Belville,Fairy-Tale,66.0,1.0,8.0,5824,
5825,Stella and the Fairy,2000,Belville,Fairy-Tale,54.0,2.0,13.0,5825,
5826,The Queen's Room,2000,Belville,Fairy-Tale,79.0,1.0,17.0,5826,
5827,Royal Coach,2000,Belville,Fairy-Tale,83.0,3.0,27.0,5827,
5903,Johnny Thunder and Baby T,2000,Adventurers,Dino Island,23.0,1.0,2.0,5903,
5904,Microcopter,2000,Adventurers,Dino Island,28.0,1.0,2.0,5904,
5911,Johnny Thunder's Plane,2000,Adventurers,Dino Island,22.0,1.0,3.0,5911,
5912,Mike's Swamp Boat,2000,Adventurers,Dino Island,19.0,1.0,3.0,5912,
5913,Dr. Kilroy's Car,2000,Adventurers,Dino Island,21.0,1.0,3.0,5913,17.0
5914,Sam Sanister and Baby T,2000,Adventurers,Dino Island,21.0,1.0,3.0,5914,
5921,Research Glider,2000,Adventurers,Dino Island,57.0,1.0,6.0,5921,7.0
5934,Dino Explorer,2000,Adventurers,Dino Island,90.0,2.0,15.0,5934,
5935,Island Hopper,2000,Adventurers,Dino Island,205.0,1.0,20.0,5935,120.0
5955,All Terrain Trapper,2000,Adventurers,Dino Island,185.0,3.0,30.0,5955,
5975,T-Rex Transport,2000,Adventurers,Dino Island,321.0,5.0,50.0,5975,
5987,Dino Research Compound,2000,Adventurers,Dino Island,617.0,6.0,80.0,5987,175.0
6026,King Leo,2000,Castle,Knights' Kingdom I,21.0,2.0,5.0,6026,47.0
6032,Catapault Crusher,2000,Castle,Knights' Kingdom I,56.0,1.0,6.0,6032,10.0
6091,King Leo's Castle,2000,Castle,Knights' Kingdom I,529.0,8.0,90.0,6091,552.5
6094,Guarded Treasure,2000,Castle,Knights' Kingdom I,103.0,2.0,15.0,6094,
6095,Royal Joust,2000,Castle,Knights' Kingdom I,101.0,3.0,20.0,6095,
6096,Bull's Attack,2000,Castle,Knights' Kingdom I,313.0,4.0,50.0,6096,
6098,King Leo's Castle,2000,Castle,Knights' Kingdom I,529.0,8.0,90.0,6098,
6423,Mini Tow Truck,2000,Town,City,35.0,1.0,5.0,6423,
6470,Mini Dump Truck,2000,Town,City,25.0,1.0,3.0,6470,
6471,4WD Police Patrol,2000,Town,City,30.0,1.0,5.0,6471,
6474,4-Wheeled Front Shovel,2000,Town,City,52.0,1.0,7.0,6474,
6477,Fire Fighters' Lift Truck,2000,Town,City,114.0,3.0,20.0,6477,39.8
6478,Fire Fighters' HQ,2000,Town,City,237.0,4.0,50.0,6478,
6519,Turbo Tiger,2000,Town,Race,47.0,1.0,5.0,6519,
6520,Mobile Outpost,2000,Town,Arctic,218.0,2.0,30.0,6520,89.99
6569,Polar Explorer,2000,Town,Bonus/Value Pack,78.0,,10.0,6569,41.68
6573,Arctic Expedition,2000,Town,Arctic,121.0,2.0,15.0,6573,22.3967
6575,Polar Base,2000,Town,Arctic,441.0,6.0,60.0,6575,309.0
6577,Snow Scooter,2000,Town,Arctic,21.0,1.0,2.0,6577,
6579,Ice Surfer,2000,Town,Arctic,43.0,1.0,5.0,6579,14.9312
6600,Highway Construction,2000,Town,City,317.0,5.0,80.0,6600,79.0
6600,Highway Construction,2000,Town,City,317.0,5.0,80.0,6600,
6602,Scorpion Buggy,2000,Town,Race,78.0,1.0,10.0,6602,
6602,Scorpion Buggy,2000,Town,Race,78.0,1.0,10.0,6602,
6616,Rocket Dragster,2000,Town,Race,147.0,1.0,20.0,6616,
6617,Tough Truck Rally,2000,Town,Race,383.0,4.0,50.0,6617,
6619,Red Four Wheel Driver,2000,Town,Race,20.0,1.0,2.0,6619,
6626,Snow Scooter,2000,Town,Arctic,20.0,1.0,2.0,6626,
6626,Snow Scooter,2000,Town,Arctic,20.0,1.0,2.0,6626,10.8
6713,Grip 'n' Go Challenge,2000,Town,Race,291.0,3.0,30.0,6713,
6714,Speed Dragster,2000,Town,Race,80.0,1.0,15.0,6714,
7104,Desert Skiff,2000,Star Wars,Episode IV-VI,55.0,2.0,6.0,7104,56.0
7115,Gungan Patrol,2000,Star Wars,Episode I,77.0,2.0,10.0,7115,70.0
7124,Flash Speeder,2000,Star Wars,Episode I,106.0,1.0,10.0,7124,56.0
7134,A-wing Fighter,2000,Star Wars,Episode IV-VI,125.0,2.0,15.0,7134,40.0
7144,Slave I,2000,Star Wars,Episode IV-VI,166.0,1.0,20.0,7144,225.0
7155,Trade Federation AAT,2000,Star Wars,Episode I,158.0,2.0,20.0,7155,
7159,Star Wars Bucket,2000,Star Wars,Episode I,292.0,3.0,25.0,7159,
7180,B-wing at Rebel Control Center,2000,Star Wars,Episode IV-VI,338.0,3.0,30.0,7180,80.0
7181,TIE Interceptor,2000,Star Wars,Ultimate Collector Series,703.0,,100.0,7181,900.0
7184,Trade Federation MTT,2000,Star Wars,Episode I,470.0,7.0,50.0,7184,225.0
7190,Millennium Falcon,2000,Star Wars,Episode IV-VI,663.0,6.0,100.0,7190,600.0
7191,X-wing Fighter,2000,Star Wars,Ultimate Collector Series,1300.0,1.0,150.0,7191,850.5
8000,Pit Droid,2000,Star Wars,Technic,223.0,,20.0,8000,81.0
8001,Battle Droid,2000,Star Wars,Technic,363.0,,30.0,8001,150.0
8002,Destroyer Droid,2000,Star Wars,Technic,558.0,,50.0,8002,265.0
8236,Bike Burner,2000,Technic,Speed Slammers,60.0,,6.0,8236,
8237,Formula Force,2000,Technic,Speed Slammers,115.0,,10.0,8237,
8238,Dueling Dragsters,2000,Technic,Speed Slammers,202.0,,18.0,8238,
8279,4WD X-Track,2000,Technic,,449.0,,70.0,8279,
8300,LEGO Technic Guys,2000,Technic,,5.0,2.0,11.0,8300,
8305,Duel Bikes,2000,Technic,Competition,192.0,2.0,30.0,8305,
8307,Stunt Race,2000,Technic,Competition,392.0,1.0,90.0,8307,
8457,Power Puller,2000,Technic,,979.0,1.0,100.0,8457,
8458,Silver Champion,2000,Technic,,1431.0,,170.0,8458,
8509,Swamp,2000,Technic,Robo Riders,45.0,,6.0,8509,
8510,Lava,2000,Technic,Robo Riders,35.0,,6.0,8510,
8511,Frost,2000,Technic,Robo Riders,44.0,,6.0,8511,
8512,Onyx,2000,Technic,Robo Riders,37.0,,6.0,8512,
8513,Dust,2000,Technic,Robo Riders,46.0,,6.0,8513,22.3967
8514,Power,2000,Technic,Robo Riders,32.0,,6.0,8514,29.93
8515,RoboRider Wheels,2000,Technic,Robo Riders,4.0,,2.0,8515,5.0
8521,Flare,2000,Technic,Slizer,44.0,,6.0,8521,60.0
8522,Spark,2000,Technic,Slizer,35.0,,6.0,8522,
8523,Blaster,2000,Technic,Slizer,88.0,,15.0,8523,45.0
9534,Mosaic Tiles,2000,Education,,258.0,,64.0,,
9723,Cities & Transportation,2000,Education,,388.0,,110.0,9723,
9731,Vision Command,2000,Mindstorms,1.5,138.0,,100.0,9731,45.0
9736,Exploration Mars,2000,Mindstorms,1.5,155.0,,50.0,9736,36.8562
9754,Dark Side Development Kit,2000,Mindstorms,Star Wars,578.0,,100.0,9754,209.0
9917,DCP Sensor Connector Cable,2000,Education,Mindstorms,1.0,,59.0,,
B003,"1x4x6 Red Door and Frames, Transparent Green Panes",2000,Bulk Bricks,,10.0,,9.99,B003,
B005,"2 x 4 Ridge Roof Tiles, Low Sloped Red",2000,Bulk Bricks,,25.0,,4.99,B005,
1070,Stunt Flyer,1999,Town,Extreme Team,20.0,1.0,3.0,1070,
1095,Super Sub,1999,Aquazone,Hydronauts,24.0,1.0,3.0,1095,
1097,Res-Q Runner,1999,Town,Res-Q,18.0,1.0,2.0,1097,12.739
1099,Ninja Blaster,1999,Castle,Ninja,24.0,1.0,2.0,1099,47.652
1128,Santa on Skis,1999,Seasonal,Christmas,21.0,,14.0,1128,
1129,Santa on Reindeer,1999,Seasonal,Christmas,34.0,,14.0,1129,
1129,Santa on Reindeer,1999,Seasonal,Christmas,34.0,,14.0,1129,
1185,Raft,1999,Castle,Ninja,25.0,1.0,2.0,1185,29.0
1187,Glider,1999,Castle,Ninja,23.0,1.0,2.0,1187,25.0
1192,Stack N' Learn Gift Box,1999,Primo,,38.0,2.0,20.0,,
1193,Water Park Tub ,1999,Duplo,,44.0,2.0,20.0,,
1194,Birthday Table Set,1999,Classic,,400.0,,20.0,1194,
1246,Helicopter,1999,Town,City,26.0,1.0,1.7,1246,6.8
1247,Patrol Car,1999,Town,City,32.0,1.0,1.7,1247,6.0
1247,Patrol Car,1999,Town,City,32.0,1.0,1.7,1247,
1248,Fire Boat,1999,Town,City,24.0,1.0,1.7,1248,6.8
1248,Fire Boat,1999,Town,City,24.0,1.0,1.7,1248,
1249,Tri-motorbike,1999,Town,City,14.0,1.0,1.7,1249,7.95
1250,Dragster,1999,Town,City,25.0,1.0,1.7,1250,7.95
1251,Go-Cart,1999,Town,City,26.0,1.0,1.7,1251,8.8
1252,Shell Tanker,1999,Town,Shell,107.0,1.0,7.0,1252,42.0
1253,Shell Race Car Transporter,1999,Town,Shell,102.0,1.0,6.25,1253,18.0
1254,Shell Convenience Store,1999,Town,Shell,159.0,3.0,13.0,1254,33.0
1255,Shell Car Wash,1999,Town,Shell,137.0,2.0,13.0,1255,
1256,Shell Service Station,1999,Town,Shell,144.0,2.0,20.0,1256,56.0
1265,Moon Buggy,1999,Town,Space Port,25.0,1.0,3.0,1265,
1268,Bike Blaster,1999,Technic,,28.0,,2.0,1268,
1269,White Ninja,1999,Castle,Ninja,23.0,1.0,3.0,1269,
1271,Jungle Surprise,1999,Adventurers,Jungle,33.0,1.0,2.0,1271,
1271,Jungle Surprise,1999,Adventurers,Jungle,33.0,1.0,2.0,1271,
1841,{Aeroplane},1999,Classic,,15.0,,0.0,1841,2.56
1995,{Racer},1999,Classic,,15.0,,0.0,1995,3.6874
2025,{Boat},1999,Classic,,12.0,,0.0,2025,4.716
2045,{Car},1999,Classic,,17.0,,0.0,2045,6.606
2047,{Aeroplane},1999,Classic,,13.0,,0.0,2047,2.39
2069,{Boat},1999,Classic,,15.0,,0.0,2069,3.5
2075,{Aeroplane},1999,Classic,,14.0,,0.0,2075,3.6874
2101,Circus Catapult,1999,Primo,,6.0,1.0,10.0,,
2103,Busy Builder Starter Set,1999,Primo,,7.0,,5.0,,
2106,Scoop 'n' Squirt Fun Pack,1999,Primo,,7.0,2.0,18.0,,
2107,Turtle Wagon,1999,Primo,,29.0,1.0,25.0,,
2108,Perky Paddler,1999,Primo,,3.0,1.0,9.0,,
2284,Clown Go Round,1999,Duplo,,14.0,,6.0,,
2774,Red Tiger,1999,Town,Special,141.0,3.0,15.0,2774,72.72
2803,Dinosaur Babies,1999,Duplo,,17.0,2.0,10.0,,
2814,Building Team,1999,Duplo,,38.0,3.0,30.0,,
2819,Brick Mixer,1999,Duplo,,68.0,1.0,25.0,,
2830,The Strawberries,1999,Duplo,Little Forest Friends,10.0,2.0,10.0,,
2831,The Toadstools,1999,Duplo,Little Forest Friends,11.0,2.0,10.0,,
2832,The Bluebells,1999,Duplo,Little Forest Friends,10.0,2.0,10.0,,
2981,Pooh and his Honeypot,1999,Duplo,Winnie the Pooh,7.0,1.0,6.0,2981,
2982,Pooh's Birthday,1999,Duplo,Winnie the Pooh,7.0,2.0,8.0,2982,
2983,Pooh and Tigger Play Hide and Seek,1999,Duplo,Winnie the Pooh,12.0,2.0,10.0,,
2984,Pooh and Piglet go Honey-Hunting,1999,Duplo,Winnie the Pooh,20.0,2.0,15.0,,
2985,Tigger's Slippery Slide,1999,Duplo,Winnie the Pooh,17.0,2.0,18.0,,
2987,Welcome to the Hundred Acre Wood,1999,Duplo,Winnie the Pooh,32.0,4.0,30.0,,
3036,Large Bucket,1999,Duplo,,70.0,1.0,10.0,,
3050,Shanghai Surprise,1999,Castle,Ninja,104.0,3.0,12.0,3050,
3051,Blaze Attack,1999,Castle,Ninja,145.0,2.0,15.0,3051,
3052,Ninja Fire Fortress,1999,Castle,Ninja,169.0,3.0,30.0,3052,
3053,Emperor's Stronghold,1999,Castle,Ninja,331.0,4.0,40.0,3053,265.0
3134,Marie in Happy Flowers,1999,Scala,,9.0,1.0,8.0,,
3143,Camping Trip,1999,Scala,,60.0,1.0,41.5,,
3144,Horse Stable,1999,Scala,,35.0,,17.0,,
3438,McDonalds Restaurant,1999,Town,Special,98.0,2.0,10.0,3438,175.0
3803,Robotics Invention System Upgrade Kit,1999,Mindstorms,1.0,70.0,,25.0,3803,
4215,"Basic Building Set, 3+",1999,Basic,,264.0,,17.0,4215,
4216,"Basic Building Set, 3+",1999,Basic,,509.0,,30.0,4216,
4281,Trial Classic Bag 3+,1999,Classic,,25.0,,2.0,4281,
4282,Trial Classic Bag 5+,1999,Classic,,37.0,,2.0,4282,
4283,Trial Size Box 3+,1999,Classic,,53.0,,4.0,4283,
4284,Trial Size Box 5+,1999,Classic,,121.0,1.0,6.0,4284,
4288,Classic Bucket,1999,Classic,,400.0,2.0,10.0,4288,
4291,Big Box Playscape,1999,Classic,,762.0,2.0,40.0,4291,
4293,Value Pack,1999,Classic,,806.0,,30.0,4293,
4519,Rail Crossing,1999,Trains,9 V,1.0,,9.99,4519,37.3279
4533,Train Track Snow Remover,1999,Trains,9 V,58.0,1.0,9.0,4533,60.0
4541,Rail and Road Service Truck,1999,Trains,9 V,122.0,2.0,13.0,4541,95.0
4553,Train Wash,1999,Trains,9 V,185.0,2.0,30.0,4553,
4556,Train Station,1999,Trains,9 V,236.0,7.0,42.0,4556,135.0
4557,Freight Loading Station,1999,Trains,9 V,215.0,2.0,30.0,4557,
4561,Railway Express,1999,Trains,9 V,665.0,9.0,130.0,4561,240.0
4805,Ninja Knights,1999,Castle,Ninja,31.0,5.0,6.0,4805,74.99
4910,The Hover Scout,1999,Rock Raiders,,40.0,1.0,3.0,4910,31.491
4920,The Rapid Rider,1999,Rock Raiders,,39.0,1.0,4.0,4920,22.0
4930,The Rock Raiders,1999,Rock Raiders,,46.0,5.0,6.0,4930,85.0
4940,The Granite Grinder,1999,Rock Raiders,,109.0,1.0,15.0,4940,128.58
4950,The Loader-Dozer,1999,Rock Raiders,,90.0,1.0,20.0,4950,165.0
4970,The Chrome Crusher,1999,Rock Raiders,,168.0,1.0,30.0,4970,
4980,The Tunnel Transport,1999,Rock Raiders,,351.0,2.0,50.0,4980,405.0
4990,The Rock Raiders HQ,1999,Rock Raiders,,406.0,4.0,80.0,4990,675.0
5203,Technic Alloy Wheels (and Tyres),1999,Service Packs,Technic,4.0,,5.0,5203,
5204,Technic Competition Accessories,1999,Service Packs,Technic,11.0,,4.0,5204,
5205,Technic Wheels and Rubber Bands,1999,Service Packs,Technic,14.0,,4.0,5205,
5215,Green Bricks Assorted,1999,Service Packs,,62.0,,5.0,5215,
5216,Black Roof Bricks Assorted,1999,Service Packs,,57.0,,5.0,5216,
5217,Black Plates Assorted,1999,Service Packs,,42.0,,5.5,5217,
5313,Town / Space Accessories,1999,Service Packs,,17.0,,3.0,5313,
5314,Town / Res-Q Equipment,1999,Service Packs,Town,31.0,,3.0,5314,
5315,Connectors,1999,Service Packs,,60.0,,3.0,5315,
5316,Transparent Accessories,1999,Service Packs,,62.0,,3.5,5316,
5318,Head Wear,1999,Service Packs,,23.0,,3.0,5318,
5319,Decorated Elements,1999,Service Packs,,19.0,,3.0,5319,
5320,"Small Plates Assorted, White",1999,Service Packs,,66.0,,4.0,5320,
5321,Large White Plates Assorted,1999,Service Packs,,10.0,,4.0,5321,
5415,LEGO Scala,1999,Service Packs,Scala,15.0,,4.0,5415,10.0
5533,Red Fury,1999,Model Team,,393.0,,50.0,5533,126.0
5563,Racing Truck,1999,Model Team,,788.0,,80.0,5563,
5801,Millimy the Fairy,1999,Belville,Fairy-Tale,16.0,1.0,3.0,5801,
5802,Princess Rosaline,1999,Belville,Fairy-Tale,8.0,1.0,7.0,5802,
5804,Witch's Cottage,1999,Belville,Fairy-Tale,38.0,1.0,10.0,5804,
5805,Princess Rosaline's Room,1999,Belville,Fairy-Tale,70.0,2.0,25.0,5805,
5807,The Royal Stable,1999,Belville,Fairy-Tale,64.0,3.0,30.0,5807,
5808,The Enchanted Palace,1999,Belville,Fairy-Tale,210.0,4.0,60.0,5808,
5811,Prince Justin,1999,Belville,Fairy-Tale,5.0,1.0,7.0,5811,
5812,King,1999,Belville,Fairy-Tale,6.0,1.0,7.0,5812,18.6983
5901,River Raft,1999,Adventurers,Jungle,19.0,1.0,4.5,5901,
5902,River Raft,1999,Adventurers,Jungle,19.0,1.0,4.5,5902,22.5
5925,Pontoon Plane,1999,Adventurers,Jungle,72.0,1.0,6.0,5925,
5936,Spider's Secret,1999,Adventurers,Jungle,128.0,3.0,12.0,5936,
5956,Expedition Balloon,1999,Adventurers,Jungle,175.0,4.0,20.0,5956,150.0
5976,River Expedition,1999,Adventurers,Jungle,318.0,7.0,50.0,5976,
5986,Amazon Ancient Ruins,1999,Adventurers,Jungle,458.0,8.0,80.0,5986,886.5
6425,TV Chopper,1999,Town,City,37.0,1.0,4.0,6425,12.8
6427,Road Signs,1999,Town,Accessories,43.0,,6.0,6427,36.0
6429,Blaze Responder,1999,Town,City,45.0,2.0,13.0,6429,
6432,Speedway Transport,1999,Town,City,134.0,2.0,22.0,6432,
6433,Coast Watch,1999,Town,City,90.0,3.0,30.0,6433,
6434,Roadside Repair,1999,Town,City,210.0,5.0,50.0,6434,
6435,Coast Guard HQ,1999,Town,City,219.0,6.0,66.0,6435,
6437,Beach Buggy,1999,Town,City,28.0,1.0,3.0,6437,
6439,Mini Dumper,1999,Town,City,30.0,1.0,3.0,6439,
6452,Mini Rocket Launcher,1999,Town,Space Port,32.0,1.0,3.0,6452,
6453,Com-Link Cruiser,1999,Town,Space Port,60.0,1.0,6.0,6453,
6454,Countdown Corner,1999,Town,Space Port,133.0,1.0,20.0,6454,
6455,Space Simulation Station,1999,Town,Space Port,245.0,3.0,30.0,6455,
6456,Mission Control,1999,Town,Space Port,494.0,4.0,80.0,6456,
6457,Astronaut Figure,1999,Town,Space Port,18.0,1.0,2.0,6457,20.0
6458,Satellite with Astronaut,1999,Town,Space Port,32.0,1.0,3.0,6458,35.0
6459,Fuel Truck,1999,Town,Space Port,112.0,2.0,15.0,6459,45.0
6463,Lunar Rover,1999,Town,Space Port,36.0,1.0,4.0,6463,26.991
6464,Super Rescue Complex,1999,Town,City,334.0,6.0,76.0,6464,
6467,Power Pitstop,1999,Town,City,66.0,2.0,10.0,6467,
6468,Tow-n-Go Value Pack,1999,Town,City,50.0,2.0,7.0,6468,19.452
6469,Space Port Value Pack,1999,Town,Bonus/Value Pack,130.0,,10.0,6469,
6498,Go-Kart,1999,Town,Racing,22.0,1.0,2.0,6498,
7101,Lightsaber Duel,1999,Star Wars,Episode I,52.0,2.0,6.0,7101,85.0
7110,Landspeeder,1999,Star Wars,Episode IV-VI,49.0,2.0,6.0,7110,75.0
7111,Droid Fighter,1999,Star Wars,Episode I,62.0,,6.0,7111,30.0
7121,Naboo Swamp,1999,Star Wars,Episode I,82.0,4.0,10.0,7121,45.0
7128,Speeder Bikes,1999,Star Wars,Episode IV-VI,93.0,3.0,10.0,7128,128.25
7130,Snowspeeder,1999,Star Wars,Episode IV-VI,215.0,3.0,20.0,7130,75.0
7131,Anakin's Podracer,1999,Star Wars,Episode I,136.0,3.0,15.0,7131,125.0
7140,X-wing Fighter,1999,Star Wars,Episode IV-VI,266.0,4.0,30.0,7140,150.0
7141,Naboo Fighter,1999,Star Wars,Episode I,179.0,4.0,20.0,7141,120.0
7150,TIE Fighter & Y-wing,1999,Star Wars,Episode IV-VI,409.0,3.0,50.0,7150,139.99
7151,Sith Infiltrator,1999,Star Wars,Episode I,244.0,1.0,30.0,7151,109.68
7161,Gungan Sub,1999,Star Wars,Episode I,379.0,3.0,50.0,7161,219.99
7171,Mos Espa Podrace,1999,Star Wars,Episode I,896.0,10.0,90.0,7171,279.99
8246,Hydro Racer,1999,Technic,,46.0,,4.0,8246,
8247,Road Rebel,1999,Technic,,44.0,,6.0,8247,
8251,Sonic Cycle,1999,Technic,,89.0,,8.0,8251,19.99
8252,Beach Buster,1999,Technic,,183.0,1.0,20.0,8252,
8253,Fire Helicopter,1999,Technic,,210.0,1.0,16.5,8253,
8255,Rescue Bike,1999,Technic,,202.0,2.0,15.0,8255,
8268,Scorpion Attack,1999,Technic,Competition,85.0,1.0,15.0,8268,
8269,Cyber Stinger,1999,Technic,Competition,345.0,1.0,40.0,8269,
8444,Air Enforcer,1999,Technic,,309.0,,30.0,8444,
8445,Indy Storm,1999,Technic,,446.0,,40.0,8445,
8446,Crane Truck,1999,Technic,,582.0,,60.0,8446,
8448,Super Street Sensation,1999,Technic,,1437.0,,130.0,8448,
8500,Torch,1999,Technic,Slizer,33.0,,6.0,8500,35.0
8501,Ski,1999,Technic,Slizer,34.0,,6.0,8501,20.0
8502,Turbo,1999,Technic,Slizer,45.0,,6.0,8502,
8503,Scuba,1999,Technic,Slizer,39.0,,6.0,8503,
8504,Jet,1999,Technic,Slizer,44.0,,6.0,8504,25.0
8505,Amazon,1999,Technic,Slizer,36.0,,6.0,8505,
8506,Granite,1999,Technic,Slizer,34.0,,6.0,8506,
8507,Electro,1999,Technic,Slizer,37.0,,6.0,8507,60.0
8508,Supplementary Discs,1999,Technic,Slizer,5.0,,2.0,8508,12.0
8520,Millennium Slizer,1999,Technic,Slizer,135.0,,20.0,8520,68.0
9065,Brick Bulk Set,1999,Education,,144.0,,30.25,,
9122,Vehicles,1999,Duplo,Toolo,86.0,2.0,69.0,,
9301,Traffic Signs,1999,Education,,172.0,,25.25,9301,
9680,"Energy Work, Power Starter Set",1999,Education,,,,250.0,,
9709,RCX Programmable LEGO Brick,1999,Mindstorms,1.0,1.0,,110.0,9709,
9735,Robotics Discovery Set,1999,Mindstorms,1.0,390.0,,150.0,9735,170.0
9738,RCX Remote Control Unit,1999,Mindstorms,1.0,1.0,,19.75,9738,30.0694
9747,Robotics Invention System,1999,Mindstorms,1.5,726.0,,200.0,9747,
9748,Droid Developer Kit,1999,Mindstorms,Star Wars,657.0,,100.0,9748,199.0
9755,Temperature Sensor,1999,Mindstorms,1.0,1.0,,24.0,9755,2.9871
9756,Rotation Sensor,1999,Mindstorms,1.0,1.0,,15.0,9756,
9757,Touch Sensor,1999,Mindstorms,1.0,2.0,,11.0,9757,
9758,Light Sensor,1999,Mindstorms,1.0,1.0,,19.75,9758,1.4935
9805,Duplo Play Wall,1999,Education,,4.0,,159.75,,
9912,Solar Cell,1999,Education,,1.0,,35.0,9912,39.99
9916,Capacitor,1999,Education,,1.0,,15.0,9916,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,49.99
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
1298,Advent Calendar,1998,Classic,,216.0,,20.0,1298,
2198,Building Plates,1998,Duplo,,3.0,,6.99,2198,
2222,Tunnel Fun,1998,Duplo,,33.0,1.0,18.0,,
2433,Stagecoach,1998,Duplo,,8.0,2.0,13.0,,
2532,Aircraft and Ground Crew,1998,Town,Special,143.0,3.0,19.75,2532,
2535,Formula 1 Racing Car,1998,Town,Racing,30.0,1.0,2.0,2535,9.54
2536,Divers Jet Ski,1998,Town,Divers,23.0,1.0,2.0,2536,
2537,Extreme Team Raft,1998,Town,Extreme Team,24.0,1.0,2.0,2537,9.0
2538,Fire-Cart,1998,Castle,Fright Knights,20.0,1.0,2.0,2538,19.99
2539,Flying Machine,1998,Castle,Fright Knights,21.0,1.0,2.0,2539,30.0
2540,Catapault Cart,1998,Castle,Fright Knights,28.0,1.0,2.0,2540,16.0
2541,Adventurers Car,1998,Adventurers,Desert,24.0,1.0,2.0,2541,10.0
2542,Adventurers Aeroplane,1998,Adventurers,Desert,21.0,1.0,2.0,2542,12.0
2543,Spacecraft,1998,Space,UFO,18.0,1.0,2.0,2543,
2544,Motorcycle,1998,Technic,,27.0,,1.5,2544,7.0
2555,Belville Swing Set,1998,Belville,,47.0,2.0,9.0,2555,
2599,Racing Team,1998,Duplo,,13.0,2.0,13.0,,
2854,Bungee Chopper,1998,Technic,Competition,72.0,,7.0,2854,
2864,Wild Animals,1998,Duplo,,16.0,,12.0,,
2879,Desert Expedition,1998,Adventurers,Desert,196.0,5.0,20.0,2879,140.0
2962,Res-Q Lifeguard,1998,Town,Res-Q,70.0,2.0,6.75,2962,
2963,Extreme Team Racer,1998,Town,Extreme Team,84.0,1.0,6.0,2963,
2964,Space Spider,1998,Space,Insectoids,46.0,1.0,6.0,2964,
2965,Hornet Scout,1998,Space,Insectoids,73.0,2.0,8.0,2965,
